iter	Passed	Remaining
3229	20338	4848
3230	20343	4841
3231	20348	4835
3232	20356	4829
3233	20363	4823
3234	20370	4817
3235	20381	4811
3236	20385	4805
3237	20390	4798
3238	20394	4791
3239	20401	4785
3240	20409	4779
3241	20416	4773
3242	20421	4766
3243	20425	4760
3244	20429	4753
3245	20438	4747
3246	20442	4740
3247	20446	4733
3248	20453	4727
3249	20461	4721
3250	20465	4715
3251	20472	4708
3252	20479	4702
3253	20484	4696
3254	20488	4689
3255	20495	4683
3256	20503	4677
3257	20507	4670
3258	20514	4664
3259	20519	4657
3260	20523	4650
3261	20531	4644
3262	20535	4638
3263	20540	4631
3264	20545	4625
3265	20552	4618
3266	20559	4612
3267	20566	4606
3268	20574	4600
3269	20579	4594
3270	20584	4587
3271	20588	4580
3272	20597	4575
3273	20605	4569
3274	20612	4563
3275	20619	4556
3276	20626	4550
3277	20631	4544
3278	20636	4537
3279	20640	4530
3280	20647	4524
3281	20655	4518
3282	20662	4512
3283	20666	4505
3284	20671	4499
3285	20678	4493
3286	20682	4486
3287	20687	4479
3288	20694	4473
3289	20701	4467
3290	20706	4460
3291	20714	4454
3292	20720	4448
3293	20725	4442
3294	20730	4435
3295	20738	4429
3296	20742	4422
3297	20746	4416
3298	20754	4410
3299	20762	4404
3300	20766	4397
3301	20773	4391
3302	20780	4385
3303	20785	4378
3304	20789	4371
3305	20797	4365
3306	20802	4359
3307	20810	4353
3308	20817	4347
3309	20822	4340
3310	20826	4333
3311	20834	4327
3312	20838	4321
3313	20843	4314
3314	20851	4308
3315	20858	4302
3316	20863	4295
3317	20867	4289
3318	20875	4283
3319	20880	4276
3320	20884	4270
3321	20889	4263
3322	20896	4257
3323	20901	4250
3324	20906	4244
3325	20913	4237
3326	20917	4231
3327	20922	4224
3328	20927	4218
3329	20934	4212
3330	20939	4205
3331	20946	4199
3332	20951	4192
3333	20958	4186
3334	20965	4180
3335	20972	4174
3336	20976	4167
3337	20981	4161
3338	20985	4154
3339	20992	4148
3340	20999	4142
3341	21008	4136
3342	21012	4129
3343	21019	4123
3344	21023	4116
3345	21030	4110
3346	21035	4104
3347	21040	4097
3348	21044	4090
3349	21051	4084
3350	21059	4078
3351	21066	4072
3352	21073	4066
3353	21077	4059
3354	21082	4053
3355	21087	4046
3356	21097	4040
3357	21101	4034
3358	21108	4028
3359	21113	4021
3360	21117	4014
3361	21121	4008
3362	21126	4001
3363	21133	3995
3364	21138	3988
3365	21146	3983
3366	21153	3976
3367	21157	3970
3368	21165	3964
3369	21172	3958
3370	21177	3951
3371	21181	3944
3372	21188	3938
3373	21197	3932
3374	21204	3926
3375	21211	3920
3376	21215	3913
3377	21220	3907
3378	21225	3900
3379	21229	3894
3380	21236	3888
3381	21241	3881
3382	21249	3875
3383	21257	3869
3384	21261	3862
3385	21270	3857
3386	21275	3850
3387	21279	3843
3388	21284	3837
3389	21290	3831
3390	21297	3824
3391	21301	3818
3392	21310	3812
3393	21315	3805
3394	21319	3799
3395	21324	3792
3396	21333	3786
3397	21337	3780
3398	21345	3774
3399	21352	3768
3400	21359	3761
3401	21367	3755
3402	21374	3749
3403	21379	3743
3404	21388	3737
3405	21392	3730
3406	21399	3724
3407	21406	3718
3408	21410	3711
3409	21419	3705
3410	21426	3699
3411	21431	3693
3412	21435	3686
3413	21440	3680
3414	21447	3673
3415	21454	3667
3416	21458	3661
3417	21462	3654
3418	21470	3648
3419	21475	3641
3420	21479	3635
3421	21483	3628
3422	21491	3622
3423	21499	3616
3424	21506	3610
3425	21511	3604
3426	21515	3597
3427	21520	3590
3428	21527	3584
3429	21532	3578
3430	21537	3571
3431	21541	3565
3432	21550	3559
3433	21557	3553
3434	21562	3546
3435	21569	3540
3436	21573	3533
3437	21578	3527
3438	21586	3521
3439	21593	3515
3440	21600	3509
3441	21609	3503
3442	21613	3496
3443	21621	3490
3444	21628	3484
3445	21633	3477
3446	21640	3471
3447	21645	3465
3448	21652	3459
3449	21660	3453
3450	21667	3447
3451	21672	3440
3452	21677	3433
3453	21684	3427
3454	21692	3421
3455	21696	3415
3456	21704	3409
3457	21711	3403
3458	21716	3396
3459	21721	3389
3460	21728	3383
3461	21733	3377
3462	21741	3371
3463	21748	3365
3464	21753	3358
3465	21760	3352
3466	21767	3346
3467	21772	3339
3468	21776	3333
3469	21781	3326
3470	21788	3320
3471	21797	3314
3472	21805	3308
3473	21812	3302
3474	21816	3296
3475	21820	3289
3476	21827	3283
3477	21832	3276
3478	21836	3270
3479	21844	3264
3480	21851	3257
3481	21860	3252
3482	21867	3245
3483	21872	3239
3484	21876	3232
3485	21881	3226
3486	21888	3220
3487	21895	3214
3488	21902	3207
3489	21910	3201
3490	21915	3195
3491	21919	3188
3492	21926	3182
3493	21930	3175
3494	21939	3170
3495	21944	3163
3496	21951	3157
3497	21958	3151
3498	21963	3144
3499	21969	3138
3500	21974	3132
3501	21978	3125
3502	21986	3119
3503	21993	3113
3504	21998	3106
3505	22005	3100
3506	22013	3094
3507	22018	3088
3508	22024	3081
3509	22029	3075
3510	22033	3068
3511	22038	3062
3512	22046	3056
3513	22053	3050
3514	22060	3043
3515	22066	3037
3516	22071	3031
3517	22075	3024
3518	22082	3018
3519	22089	3012
3520	22094	3005
3521	22102	2999
3522	22109	2993
3523	22113	2986
3524	22117	2980
3525	22126	2974
3526	22131	2968
3527	22136	2961
3528	22144	2955
3529	22152	2949
3530	22156	2942
3531	22164	2936
3532	22171	2930
3533	22176	2924
3534	22184	2918
3535	22191	2911
3536	22199	2905
3537	22206	2899
3538	22211	2893
3539	22219	2887
3540	22226	2881
3541	22230	2874
3542	22235	2868
3543	22243	2862
3544	22250	2855
3545	22255	2849
3546	22263	2843
3547	22268	2836
3548	22273	2830
3549	22277	2823
3550	22284	2817
3551	22288	2811
3552	22293	2804
3553	22300	2798
3554	22305	2792
3555	22309	2785
3556	22313	2779
3557	22318	2772
3558	22325	2766
3559	22332	2760
3560	22337	2753
3561	22344	2747
3562	22352	2741
3563	22357	2735
3564	22363	2728
3565	22371	2722
3566	22379	2716
3567	22383	2710
3568	22390	2703
3569	22399	2697
3570	22404	2691
3571	22411	2685
3572	22415	2678
3573	22422	2672
3574	22428	2666
3575	22432	2659
3576	22439	2653
3577	22447	2647
3578	22455	2641
3579	22462	2635
3580	22467	2628
3581	22472	2622
3582	22477	2615
3583	22484	2609
3584	22489	2603
3585	22496	2597
3586	22504	2591
3587	22509	2584
3588	22514	2578
3589	22521	2572
3590	22525	2565
3591	22530	2559
3592	22539	2553
3593	22546	2546
3594	22553	2540
3595	22557	2534
3596	22565	2528
3597	22569	2521
3598	22573	2515
3599	22578	2508
3600	22586	2502
3601	22593	2496
3602	22600	2490
3603	22607	2484
3604	22616	2478
3605	22623	2471
3606	22631	2465
3607	22638	2459
3608	22643	2453
3609	22650	2447
3610	22655	2440
3611	22661	2434
3612	22666	2427
3613	22671	2421
3614	22678	2415
3615	22685	2409
3616	22690	2402
3617	22699	2396
3618	22704	2390
3619	22711	2384
3620	22715	2377
3621	22723	2371
3622	22727	2364
3623	22735	2358
3624	22742	2352
3625	22746	2346
3626	22755	2340
3627	22762	2333
3628	22766	2327
3629	22774	2321
3630	22779	2314
3631	22786	2308
3632	22794	2302
3633	22799	2296
3634	22807	2290
3635	22812	2283
3636	22819	2277
3637	22826	2271
3638	22831	2264
3639	22839	2258
3640	22846	2252
3641	22851	2246
3642	22857	2239
3643	22862	2233
3644	22866	2227
3645	22871	2220
3646	22878	2214
3647	22885	2208
3648	22889	2201
3649	22896	2195
3650	22903	2189
3651	22908	2182
3652	22912	2176
3653	22919	2170
3654	22923	2163
3655	22931	2157
3656	22938	2151
3657	22943	2145
3658	22950	2138
3659	22954	2132
3660	22962	2126
3661	22966	2119
3662	22970	2113
3663	22975	2106
3664	22982	2100
3665	22989	2094
3666	22996	2088
3667	23003	2082
3668	23008	2075
3669	23015	2069
3670	23020	2063
3671	23025	2056
3672	23029	2050
3673	23036	2044
3674	23043	2037
3675	23048	2031
3676	23055	2025
3677	23062	2019
3678	23066	2012
3679	23071	2006
3680	23079	2000
3681	23085	1993
3682	23090	1987
3683	23097	1981
3684	23102	1974
3685	23106	1968
3686	23113	1962
3687	23117	1955
3688	23122	1949
3689	23130	1943
3690	23134	1936
3691	23141	1930
3692	23148	1924
3693	23153	1917
3694	23161	1911
3695	23165	1905
3696	23169	1898
3697	23173	1892
3698	23181	1886
3699	23185	1879
3700	23195	1873
3701	23200	1867
3702	23204	1861
3703	23212	1854
3704	23216	1848
3705	23220	1842
3706	23225	1835
3707	23233	1829
3708	23240	1823
3709	23245	1817
3710	23252	1810
3711	23259	1804
3712	23264	1798
3713	23268	1791
3714	23276	1785
3715	23282	1779
3716	23287	1773
3717	23295	1766
3718	23300	1760
3719	23304	1754
3720	23309	1747
3721	23317	1741
3722	23321	1735
3723	23328	1728
3724	23335	1722
3725	23340	1716
3726	23347	1710
3727	23354	1703
3728	23361	1697
3729	23366	1691
3730	23370	1685
3731	23378	1678
3732	23382	1672
3733	23389	1666
3734	23396	1659
3735	23401	1653
3736	23405	1647
3737	23410	1640
3738	23417	1634
3739	23424	1628
3740	23431	1622
3741	23436	1615
3742	23444	1609
3743	23451	1603
3744	23458	1597
3745	23463	1590
3746	23468	1584
3747	23475	1578
3748	23482	1572
3749	23490	1566
3750	23498	1559
3751	23503	1553
3752	23507	1547
3753	23511	1540
3754	23518	1534
3755	23526	1528
3756	23530	1521
3757	23534	1515
3758	23542	1509
3759	23550	1503
3760	23557	1496
3761	23561	1490
3762	23565	1484
3763	23570	1477
3764	23577	1471
3765	23584	1465
3766	23589	1459
3767	23597	1452
3768	23602	1446
3769	23609	1440
3770	23613	1433
3771	23620	1427
3772	23625	1421
3773	23633	1415
3774	23637	1408
3775	23644	1402
3776	23652	1396
3777	23659	1390
3778	23663	1383
3779	23671	1377
3780	23679	1371
3781	23684	1365
3782	23691	1358
3783	23697	1352
3784	23701	1346
3785	23706	1339
3786	23713	1333
3787	23717	1327
3788	23722	1321
3789	23729	1314
3790	23737	1308
3791	23744	1302
3792	23751	1296
3793	23756	1289
3794	23761	1283
3795	23768	1277
3796	23775	1271
3797	23779	1264
3798	23788	1258
3799	23793	1252
3800	23800	1246
3801	23805	1239
3802	23813	1233
3803	23817	1227
3804	23822	1220
3805	23829	1214
3806	23836	1208
3807	23844	1202
3808	23851	1196
3809	23856	1189
3810	23860	1183
3811	23865	1176
3812	23873	1170
3813	23880	1164
3814	23887	1158
3815	23895	1152
3816	23900	1145
3817	23905	1139
3818	23912	1133
3819	23916	1126
3820	23925	1120
3821	23929	1114
3822	23936	1108
3823	23944	1102
3824	23948	1095
3825	23956	1089
3826	23960	1083
3827	23965	1076
3828	23972	1070
3829	23977	1064
3830	23984	1058
3831	23991	1051
3832	23995	1045
3833	23999	1039
3834	24004	1032
3835	24011	1026
3836	24015	1020
3837	24023	1014
3838	24027	1007
3839	24035	1001
3840	24043	995
3841	24050	989
3842	24055	982
3843	24059	976
3844	24063	970
3845	24071	963
3846	24078	957
3847	24083	951
3848	24090	945
3849	24097	938
3850	24101	932
3851	24106	926
3852	24113	919
3853	24117	913
3854	24125	907
3855	24129	901
3856	24137	894
3857	24144	888
3858	24148	882
3859	24155	876
3860	24160	869
3861	24165	863
3862	24173	857
3863	24177	850
3864	24184	844
3865	24192	838
3866	24197	832
3867	24201	825
3868	24208	819
3869	24213	813
3870	24221	807
3871	24227	800
3872	24233	794
3873	24240	788
3874	24245	782
3875	24252	775
3876	24257	769
3877	24261	763
3878	24268	757
3879	24277	750
3880	24284	744
3881	24289	738
3882	24293	731
3883	24297	725
3884	24305	719
3885	24309	713
3886	24314	706
3887	24318	700
3888	24326	694
3889	24334	688
3890	24341	681
3891	24348	675
3892	24359	669
3893	24364	663
3894	24371	656
3895	24379	650
3896	24384	644
3897	24394	638
3898	24398	632
3899	24406	625
3900	24410	619
3901	24415	613
3902	24419	606
3903	24426	600
3904	24433	594
3905	24438	588
3906	24442	581
3907	24449	575
3908	24453	569
3909	24458	562
3910	24466	556
3911	24473	550
3912	24477	544
3913	24484	537
3914	24492	531
3915	24497	525
3916	24501	519
3917	24509	512
3918	24513	506
3919	24518	500
3920	24525	494
3921	24532	487
3922	24540	481
3923	24544	475
3924	24552	469
3925	24557	462
3926	24562	456
3927	24569	450
3928	24577	444
3929	24581	437
3930	24588	431
3931	24596	425
3932	24601	419
3933	24608	412
3934	24616	406
3935	24620	400
3936	24628	394
3937	24633	387
3938	24640	381
3939	24647	375
3940	24651	369
3941	24656	362
3942	24660	356
3943	24667	350
3944	24674	344
3945	24679	337
3946	24687	331
3947	24693	325
3948	24698	318
3949	24706	312
3950	24711	306
3951	24718	300
3952	24725	293
3953	24732	287
3954	24737	281
3955	24744	275
3956	24751	268
3957	24756	262
3958	24764	256
3959	24772	250
3960	24779	243
3961	24786	237
3962	24790	231
3963	24795	225
3964	24800	218
3965	24807	212
3966	24811	206
3967	24816	200
3968	24823	193
3969	24828	187
3970	24835	181
3971	24842	175
3972	24846	168
3973	24851	162
3974	24855	156
3975	24862	150
3976	24869	143
3977	24874	137
3978	24878	131
3979	24886	125
3980	24891	118
3981	24895	112
3982	24899	106
3983	24908	100
3984	24912	93
3985	24919	87
3986	24926	81
3987	24934	75
3988	24939	68
3989	24946	62
3990	24950	56
3991	24955	50
3992	24961	43
3993	24968	37
3994	24973	31
3995	24979	25
3996	24984	18
3997	24988	12
3998	24993	6
3999	24997	0
